"respondent_id","start_date","end_date","which_of_the_following_would","which_of_the_following_would_1","which_of_the_following_would_2","which_of_the_following_would_3","which_of_the_following_would_4","which_of_the_following_would_5","which_of_the_following_would_6","which_of_the_following_would_7","which_of_the_following_would_8","which_of_the_following_would_9","which_of_the_following_would_10","which_of_the_following_would_11","which_of_the_following_would_12","which_of_the_following_would_13","which_of_the_following_would_14","which_of_the_following_would_15","which_of_the_following_would_16","which_of_the_following_would_17","which_of_the_following_would_18","which_of_the_following_would_19","which_of_the_following_would_20","which_of_the_following_would_21","which_of_the_following_would_22","which_of_the_following_would_23","which_of_the_following_would_24","which_of_the_following_would_25","which_of_the_following_would_26","which_of_the_following_would_27","which_of_the_following_would_28","what_percentage_of_your_income","which_best_describes_your","in_your_opinion_do_you_have","what_do_you_currently_pay","how_often_do_you_use_access","zipcode_your_current_creative","how_do_your_monthly_payments","what_is_the_minimum_square","what_is_the_maximum_price","of_the_following_workspace","of_the_following_workspace_1","of_the_following_workspace_2","of_the_following_workspace_3","of_the_following_workspace_4","of_the_following_workspace_5","of_the_following_workspace_6","of_the_following_workspace_7","which_of_the_following_would_29","which_of_the_following_would_30","which_of_the_following_would_31","which_of_the_following_would_32","which_of_the_following_would_33","which_of_the_following_would_34","which_of_the_following_would_35","which_of_the_following_would_36","which_of_the_following_would_37","which_of_the_following_would_38","which_of_the_following_would_39","which_of_the_following_would_40","which_of_the_following_would_41","which_of_the_following_would_42","which_of_the_following_would_43","which_of_the_following_would_44","which_of_the_following_would_45","which_of_the_following_would_46","which_of_the_following_would_47","which_of_the_following_would_48","which_of_the_following_would_49","which_of_the_following_would_50","which_of_the_following_would_51","which_of_the_following_would_52","which_of_the_following_would_53","which_of_the_following_would_54","which_of_the_following_would_55","which_of_the_following_would_56","which_of_the_following_would_57","which_of_the_following_would_58","which_of_the_following_would_59","which_of_the_following_would_60","which_of_the_following_would_61","which_of_the_following_would_62","which_of_the_following_would_63","which_of_the_following_would_64","which_of_the_following_would_65","which_of_the_following_would_66","which_of_the_following_would_67","please_write_your_top_3_zip","please_write_your_top_3_zip_1","please_write_your_top_3_zip_2","have_space_related_issues","have_space_related_issues_1","have_space_related_issues_2","have_space_related_issues_3","have_space_related_issues_4","have_space_related_issues_5","have_space_related_issues_6","have_space_related_issues_7","have_space_related_issues_8","have_space_related_issues_9","have_space_related_issues_10","which_of_the_following_city","which_of_the_following_city_1","are_you_currently_a_city","how_did_you_find_out_about","how_did_you_find_out_about_1"
"10330278018","2018-11-06T14:50:05.000","2018-11-06T14:59:03.000",,,,,"Dance/Choreography",,,,,,,,,,,,,,,"Performing/Theatre Arts",,,,,,,,,,"10","My work space is provided free of charge to me (e.g., member of dance troupe, university student, etc.)","Yes","$0 - I have space free of charge","Weekly, at least a few days/hours a week","78701","Not relevant to me/ I do not pay for a space","801 - 1,000 sq. feet","$300",,,"Work in a private workspace, but in a larger complex with other artists",,,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)","Indoor Performance Space, Auditorium, Thrust Stage, Proscenium",,"Outdoor Performance Space with amplified sound",,,"Rehearsal Space, more than 1,000 sq. feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78701","78702","78722",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,,,,"Stopped you from expanding your operations",,,"Receiving funding through the Cultural Funding Program",,"Yes","City staff",
"10330250408","2018-11-06T14:40:26.000","2018-11-06T14:47:43.000",,,,,"Dance/Choreography",,,,,,,,,,,,,,,,,,,,,,,,,"14","I don't currently have the space I need for my art or creative work","No","under $150","Weekly, at least a few days/hours a week","N/a","Increased by 6-10%","501 - 650 sq. feet","$.25",,,,"Rent workspace on a temporary, as needed basis (by the hour or day)",,,,,,,,,,"Rehearsal Space, less than 1,000 sq. feet",,"Mirrors/mirrored wall",,,,,,,,,,,,,,,,,,,,,,,,,,,"High ceilings",,,,,"78745","78704","78746","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,"Paid for space you could not afford",,,,,,"Receiving funding through the Cultural Funding Program",,"Yes","Other (please specify)","Pre contract orientation"
"10327786050","2018-11-05T17:17:56.000","2018-11-05T17:49:45.000",,,,,"Dance/Choreography",,,,,,,,,,,,,,,,,,,,,,,,,"15","My work space is provided free of charge to me (e.g., member of dance troupe, university student, etc.)","No","$0 - I have space free of charge","Weekly, at least a few days/hours a week","78702","Not relevant to me/ I do not pay for a space","801 - 1,000 sq. feet","$0.25",,,,"Rent workspace on a temporary, as needed basis (by the hour or day)",,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)","Indoor Performance Space, Auditorium, Thrust Stage, Proscenium",,,"Fly System, Fly Space",,"Rehearsal Space, more than 1,000 sq. feet","Mirrors/mirrored wall",,,,"Classroom, teaching space",,,"Running Water",,,"Serving Alcohol","Serving Food",,"Specialty Floors (Marley, Subfloor, Acro Mats, Sprung Floors)","Raked Seats",,,,,,,,,,,,,,,,,,"78702","78722","78705",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,"Paid for space you could not afford",,,"Stopped you from expanding your operations",,,"Receiving funding through the Cultural Funding Program",,"Yes","City staff",
"10327492553","2018-11-05T15:07:30.000","2018-11-05T15:22:27.000",,,,,,,"Film/TV",,,,,,,,"Literary Arts",,,,,"Performing/Theatre Arts",,,"Radio",,,"Web-based Content Production",,,,"5","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","Yes","$701- $1,000","Daily, 5 or more hours","78741","Increased by 5% or less","501 - 650 sq. feet","$300","Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)","Indoor Performance Space, Auditorium, Thrust Stage, Proscenium",,"Outdoor Performance Space with amplified sound",,"Rehearsal Space, less than 1,000 sq. feet",,,,,,,"Air-Conditioned Storage Space",,"Running Water","Office Space, less than 5 employees",,,,,,"Raked Seats","Projection, Movie Theater",,,,,,,,,"Ramps/loading dock",,"Wheelchair accessibility",,,,,,"78701","78704","78746",,,"Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford",,,,,,"Receiving funding through the Cultural Funding Program",,"No","Other (please specify)","ZoomGrants"
"10278437130","2018-10-14T09:16:36.000","2018-10-14T09:24:44.000",,,,,,,,"Folk and Traditional Art",,,"Graphic Design",,,,,,,,"Painting, Illustration",,,"Printmaking",,,,,,,,"100","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78653","Stayed the same","200 - 350 sq. feet","$0.25",,,"Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,"Retail Space, Storefront",,,,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,,,"Floor Drains",,,,,,,"78721","78742","78723",,,,,,,,,"Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,"No","Other (please specify)","Instagram"
"10123617341","2018-07-21T16:19:13.000","2018-07-21T16:33:13.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"3","I RENT studio or other work space separate from my home","No","$150- $300","Daily, less than 5 hours","78757","Stayed the same",,,,,"Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,"Classroom, teaching space","Air-Conditioned Storage Space","Non-Air Conditioned Storage Space","Running Water",,,"Serving Alcohol","Serving Food",,,,,"Individual Artist Workspace",,,,,,,,,,,"High ceilings",,,,,"78751","78702","78722",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,,,,,,,"Professional development workshops or events for creatives and artists",,,"City staff",
"10327125696","2018-11-05T12:56:48.000","2018-11-05T13:05:51.000",,,,,,,"Film/TV",,,,,,,,,,,,,,,,,,,,,,,"90","I need space occassionaly and rent on an as needed basis","No","Not relevant to me/ I do not have a workspace separate from my home","Rarely, less than 4 days per month","n/a","Not relevant to me/ I do not pay for a space","651 - 800 sq. feet","0.15",,,"Work in a private workspace, but in a larger complex with other artists","Rent workspace on a temporary, as needed basis (by the hour or day)","Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,"Outdoor Performance Space with amplified sound",,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,"Air-Conditioned Storage Space",,"Running Water",,,"Serving Alcohol","Serving Food",,,,"Projection, Movie Theater",,"Multiple Artist Workspaces",,,,,"Soundproofing, Recording Studio",,,,,,"Live/Work Space",,,,"78756","78702","78723","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,,,,,"Receiving funding through the Cultural Funding Program",,"Yes","City staff",
"10326690270","2018-11-05T10:32:33.000","2018-11-05T10:47:33.000",,,,,,,,,,,,,,,,,,,,"Performing/Theatre Arts",,,,,,,,,,"75","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","N/A","Increased by 5% or less","501 - 650 sq. feet","$.25",,,"Work in a private workspace, but in a larger complex with other artists","Rent workspace on a temporary, as needed basis (by the hour or day)","Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,,"Fly System, Fly Space","Rehearsal Space, less than 1,000 sq. feet",,,,,,"Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water","Office Space, less than 5 employees",,,,,,,,,,,,,,"Soundproofing, Recording Studio",,"Ramps/loading dock",,,,,,,,"78723","78702","78721","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,"Re-evaluating the number of projects using City facilities because the costs or renting even City space (theaters) is increasing beyond what we can pay including paying a light fee ($15 an hour)  for each time we use a rehearsal space. The hours bundled in such a way that it makes it difficult or cost prohibitive to use the city space especially considering we continue to be asked to complete surveys like this one or attend meetings about artists' space. The more we discuss it, the worse the situation seems to get-as though we are being punished for speaking up.","Renting City facilities on an as needed basis",,"Yes","Other (please specify)","Option on the COA Cultural Arts Funding Project"
"10325254837","2018-11-04T18:32:41.000","2018-11-04T18:38:50.000",,,,,,,,"Folk and Traditional Art",,,,,,,,,,,,,,,,,,,,,"Traditional Handmade Cowboy Boots","100","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Weekly, at least a few days/hours a week","78723","Increased by 6-10%","200 - 350 sq. feet","$0.50",,"Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,,,"Rent a dedicated studio space",,,,,,,,,,,,,,,"Running Water",,,,,,,,,"Individual Artist Workspace",,"Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,"Oversized Doors and/or Freight Elevator","Ramps/loading dock",,,"High ceilings","Live/Work Space",,,,"78702","78721","78722",,,,,,"Paid for space you could not afford",,,,,,"Receiving funding through the Cultural Funding Program",,"Yes","City staff",
"10324804163","2018-11-04T10:20:52.000","2018-11-04T10:27:56.000",,,,,,,,,,,,,"Installation or Public Art",,,,,,"Painting, Illustration",,,,,,,,,,,"90","I OWN studio or other work space separate from my home","Yes","$150- $300","Daily, 5 or more hours","78702","Stayed the same","Under 200 sq. feet","1","Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,,,,,,,,,,,,"Individual Artist Workspace",,,,,,,,,,,,,,,,"78702","78722","78704",,,,,,,,,,"None of the Above",,"Receiving funding through the Cultural Funding Program",,"Yes","Other (please specify)","Zoom Grants"
"10320069012","2018-11-01T14:38:15.000","2018-11-01T14:46:02.000",,,,,,,,,,,,,,,,,,,,"Performing/Theatre Arts",,,,,,,,,,"62","I need space occassionaly and rent on an as needed basis","Yes","$0 - I have space free of charge","Daily, less than 5 hours","78751","Not relevant to me/ I do not pay for a space","200 - 350 sq. feet","$1.00",,,"Work in a private workspace, but in a larger complex with other artists",,,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,,,,"Rehearsal Space, more than 1,000 sq. feet",,,,,,,,,,,,,,,"Raked Seats",,"Individual Artist Workspace",,,,,,,,"Ramps/loading dock",,"Wheelchair accessibility",,"Live/Work Space",,,,"78751","78702","78704","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,,,,,,,"Receiving funding through the Cultural Funding Program",,"Yes","City of Austin Website",
"10319449600","2018-11-01T10:54:44.000","2018-11-01T11:05:35.000",,,"Ceramics",,,,,"Folk and Traditional Art",,,,"Healing Arts/Arts Therapy","Installation or Public Art","Jewelry Design",,,,,"Painting, Illustration",,"Photography","Printmaking",,"Sculpture","Textile/Fiber Arts",,"Woodworking",,"Art Education","75","I don't currently have the space I need for my art or creative work","No","$150- $300","Monthly, a few days/hours a month","78758","Increased by 6-10%","200 - 350 sq. feet","0.5",,,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,"Retail Space, Storefront","Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)","Ceramics Studio, Kiln",,,,,,,,,"Live/Work Space",,,,"78758","78702","78757",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,,,"Stopped you from pursuing your creative practice professionally",,,,"Receiving funding through the Cultural Funding Program",,"Yes","City of Austin Newsletters",
"10273665150","2018-10-11T15:52:22.000","2018-10-11T16:05:04.000",,,,,,,,,,,,,,,,,,,,,,,,,"Textile/Fiber Arts",,,,,"70","I OWN studio or other work space separate from my home","Yes","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78702","Not relevant to me/ I do not pay for a space","Under 200 sq. feet","$1/sq foot 200 sq foot studio","Work at home in a private workspace within my home",,,,,,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,"Air-Conditioned Storage Space",,,,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,,,,,,,,"Live/Work Space",,,"I have a space, but these are the things that are helpful to me in my art practice.","78702",,,,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,,,,,,,"Receiving funding through the Cultural Funding Program",,"Yes","City staff",
