LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
8797837108,04/15/2020,0681,PPP,"MAIN STREET TAP, LLC",309 E MAIN ST,ROUND ROCK,TX,78664-5246,02/19/2021,Paid in Full,24,100,236800,236800,0,The Brass Tap,70109,"VeraBank, National Association",201 W Main St,HENDERSON,TX,75652-3106,U,Y,Y,Existing or more than 2 years old,ROUND ROCK,WILLIAMSON,TX,78664-5246,TX-31,40,722410,Unanswered,Unknown/NotStated,,236800,,,,,,Limited  Liability Company(LLC),70109,"VeraBank, National Association",HENDERSON,TX,Unanswered,Unanswered,,238503.64,01/08/2021
7010637110,04/14/2020,0681,PPP,PERSHINGEAST LLC,2415 E 5TH ST,AUSTIN,TX,78702-4637,10/15/2021,Paid in Full,24,100,233249,233249,0,,71316,PlainsCapital Bank,2911 Turtle Creek Blvd. Suite 700,DALLAS,TX,75219,U,Y,Y,Unanswered,AUSTIN,TRAVIS,TX,78702-4637,TX-37,17,722410,Unanswered,Unknown/NotStated,,233249,,,,,,Limited  Liability Company(LLC),71316,PlainsCapital Bank,DALLAS,TX,Unanswered,Unanswered,,236618.15,09/27/2021
1594767207,04/15/2020,0681,PPP,"CORNER WEST 3, LLC",11420 ROCK ROSE AVE STE 130,AUSTIN,TX,78758,02/18/2022,Paid in Full,24,100,233170,233170,0,,188567,Loan Source Incorporated,353 East 83rd Street Suite 3H,NEW YORK,NY,10028,U,N,N,New Business or 2 years or less,AUSTIN,TRAVIS,TX,78758-0001,TX-37,37,722410,Unanswered,Unknown/NotStated,,233170,,,,,,Limited  Liability Company(LLC),39848,Cadence Bank,TUPELO,MS,Unanswered,Unanswered,,236268.29,08/20/2021
3105638307,01/21/2021,0681,PPS,THE RANCH LLC,710 W 6th St,Austin,TX,78701-2708,09/14/2021,Paid in Full,60,100,231400,231400,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-2708,TX-37,24,722410,Unanswered,Not Hispanic or Latino,1,231394,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,232756.26,08/23/2021
3044348309,01/21/2021,0681,PPS,FBR MANAGEMENT LLC,801 Springdale Rd,Austin,TX,78702-4041,09/15/2021,Paid in Full,60,100,231000,231000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78702-4041,TX-37,12,722410,Unanswered,Unknown/NotStated,1,230997,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,232257.67,08/06/2021
4705937000,04/04/2020,0681,PPP,MAGGIE MAE'S - A BRITISH PUB I,323 E. 6th Street,AUSTIN,TX,78701-3627,01/09/2021,Paid in Full,24,100,222500,222500,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3627,TX-37,43,722410,White,Unknown/NotStated,,222500,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,223977.15,12/04/2020
2029087206,04/15/2020,0681,PPP,"BSSA, LLC",3003 S LAMAR BLVD,AUSTIN,TX,78704-4703,03/16/2021,Paid in Full,24,100,220500,220500,0,,39848,Cadence Bank,201 S Spring St,TUPELO,MS,38804-4811,U,N,Y,New Business or 2 years or less,AUSTIN,TRAVIS,TX,78704-4703,TX-21,34,722410,Asian,Hispanic or Latino,,220500,,,,,,Limited  Liability Company(LLC),39810,Cadence Bank,ATLANTA,GA,Unanswered,Unanswered,,222264,02/17/2021
2528718304,01/21/2021,0681,PPS,LUSTRE PEARL EAST LLC,114 Linden Street,Austin,TX,78702,08/05/2021,Paid in Full,60,100,219400,219400,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78702,TX-25,64,722410,Unanswered,Unknown/NotStated,1,219395,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,220454.34,07/14/2021
1515997100,04/10/2020,0681,PPP,AUSTIN'S MOON TOWER SALOON LLC,10212 MENCHACA RD,AUSTIN,TX,78748-2102,10/16/2021,Paid in Full,24,100,218890,218890,0,,69225,"American Bank, National Association",5120 S. Padre Island Dr,CORPUS CHRISTI,TX,78411-4208,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78748-2102,TX-21,39,722410,Unanswered,Unknown/NotStated,,218890,,,,,,Corporation,69225,"American Bank, National Association",CORPUS CHRISTI,TX,Male Owned,Non-Veteran,,222027.42,09/16/2021
3117477210,04/16/2020,0681,PPP,DOMAIN SPORTSBAR INC,3100 Esperanza Xing Apt 6406,AUSTIN,TX,78758,07/16/2021,Paid in Full,60,100,217800,217800,0,,72601,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78758-0001,TX-37,53,722410,Unanswered,Not Hispanic or Latino,,217800,,,,,,Corporation,72601,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Non-Veteran,,220455.37,07/09/2021
4916938301,01/23/2021,0681,PPS,STS WAREHOUSE LLC,4501 Ridge Oak Dr,Austin,TX,78731-5209,12/09/2021,Paid in Full,60,100,217236.77,217236.77,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78731-5209,TX-37,19,722410,Unanswered,Unknown/NotStated,1,217232.77,,,,,,Limited  Liability Company(LLC),69819,Prosperity Bank,El Campo,TX,Unanswered,Unanswered,,218992.52,11/22/2021
5373197708,05/01/2020,0681,PPP,TNAVA INC,490 KAANAPALI LN,BASTROP,TX,78602-5658,09/28/2021,Paid in Full,24,100,214895,214895,0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,BASTROP,BASTROP,TX,78602-5658,TX-27,20,722410,Unanswered,Unknown/NotStated,,214895,,,,,,Corporation,9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,217668.03,08/19/2021
2280308305,01/20/2021,0681,PPS,BUCKSHOT 6TH STREET LLC,422 E 6th St,Austin,TX,78701-3740,09/14/2021,Paid in Full,60,100,212800,212800,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-3740,TX-37,23,722410,Unanswered,Not Hispanic or Latino,1,212797,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,214053.16,08/23/2021
9373428307,01/30/2021,0681,PPS,LUSTRE PEARL DENVER LLC,10400 Menchaca Rd,Austin,TX,78748-2106,12/21/2021,Paid in Full,60,100,209860,209860,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78748-2106,TX-21,64,722410,Unanswered,Unknown/NotStated,1,209855,,,,,,Limited  Liability Company(LLC),48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Female Owned,Non-Veteran,,211493.88,11/16/2021
2393277200,04/16/2020,0681,PPP,"BREWER'S TABLE - EAST AUSTIN BEVERAGE, LLC",4715 e 5th street,Austin,TX,78702,10/21/2021,Charged Off,1,100,209606,209606,0,,368915,Veritex Community Bank,8214 Westchester Dr Ste 800,Dallas,TX,75225,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78702-0001,TX-37,26,722410,Unanswered,Unknown/NotStated,,209606,,,,,,Limited  Liability Company(LLC),368915,Veritex Community Bank,Dallas,TX,Unanswered,Unanswered,,,
1538787110,04/10/2020,0681,PPP,BLIND PIG PUB,317  6TH ST,AUSTIN,TX,78701-3627,04/06/2021,Paid in Full,24,100,205700,205700,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3627,TX-37,30,722410,Unanswered,Not Hispanic or Latino,,205700,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,207688.43,03/25/2021
7851007005,04/08/2020,0681,PPP,"RAINEY STREET GROUP, LLC",83 Rainey Street,AUSTIN,TX,78701-4308,09/15/2021,Paid in Full,24,100,205078.82,205078.82,0,,69787,Bank of Houston,"4400 Post Oak Pkwy, Ste 250",Houston,TX,77027,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-4308,TX-37,22,722410,Unanswered,Unknown/NotStated,4000,161631.8,,25000,,14447.02,,Limited  Liability Company(LLC),69787,Bank of Houston,Houston,TX,Male Owned,Non-Veteran,,207792.6,08/12/2021
8516148310,01/29/2021,0681,PPS,"BENTLEY BEVERAGE GROUP, L.P.",509 E Ben White Blvd,Austin,TX,78704-7307,09/29/2021,Paid in Full,60,100,203600,203600,0,,71783,Frost Bank,111 W Houston St,SAN ANTONIO,TX,78205-1414,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78704-7307,TX-21,23,722410,White,Not Hispanic or Latino,1,203595,,,,,,Limited Liability Partnership,71783,Frost Bank,SAN ANTONIO,TX,Male Owned,Non-Veteran,,204665.41,08/13/2021
4727127005,04/04/2020,0681,PPP,"SHAKESPEARE'S PUB, INC",314 6TH ST,AUSTIN,TX,78701-3628,04/06/2021,Paid in Full,24,100,202500,202500,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3628,TX-37,30,722410,Unanswered,Not Hispanic or Latino,,202500,,,,,,Corporation,70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,204423.75,03/17/2021
1461927105,04/10/2020,0681,PPP,STEAMPUNK LLC,700 w 6TH ST,AUSTIN,TX,78701-2708,06/04/2021,Paid in Full,24,100,197000,197000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-2708,TX-37,45,722410,Unanswered,Not Hispanic or Latino,,197000,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,199210.78,05/20/2021
2349458303,01/20/2021,0681,PPS,CLIVE BAR AUSTIN LLC,609 Davis St,Austin,TX,78701-4212,,Exemption 4,60,100,196900,196900,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-4212,TX-37,64,722410,Unanswered,Unknown/NotStated,1,196896,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,105355.22,08/17/2021
6949258402,02/11/2021,0681,PPS,BEERBURG BREWING COMPANY LLC,13476 Fitzhugh Rd,Austin,TX,78736-6513,06/01/2022,Paid in Full,60,100,195700,195700,0,,71476,"Guaranty Bank & Trust, National Association",100 W Arkansas,MOUNT PLEASANT,TX,75455-4420,R,N,N,Existing or more than 2 years old,Austin,HAYS,TX,78736-6513,TX-25,28,722410,White,Unknown/NotStated,1,195697,,,,,,Limited  Liability Company(LLC),71476,"Guaranty Bank & Trust, National Association",MOUNT PLEASANT,TX,Female Owned,Unanswered,,198107.38,05/16/2022
4792027104,04/13/2020,0681,PPP,RADIO COFFEE LLC,1617 WATCHHILL RD,AUSTIN,TX,78703-2440,01/20/2021,Paid in Full,24,100,191700,191700,0,,51009,First-Citizens Bank & Trust Company,100 E. Tryon Rd DAC - 90,Raleigh,NC,27603-3581,U,N,N,New Business or 2 years or less,AUSTIN,TRAVIS,TX,78703-2440,TX-37,14,722410,White,Not Hispanic or Latino,,191700,,,,,,Limited  Liability Company(LLC),51009,First-Citizens Bank & Trust Company,Raleigh,NC,Male Owned,Non-Veteran,,192967.35,12/14/2020
9733447006,04/09/2020,0681,PPP,"DEEP EDDY CABARET, LLC",2315 LAKE AUSTIN BLVD,AUSTIN,TX,78703-4545,08/10/2021,Paid in Full,24,100,189300,189300,0,,465852,R Bank,3600 E Palm Valley Blvd,ROUND ROCK,TX,78665-3320,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78703-4545,TX-37,18,722410,Unanswered,Unknown/NotStated,,189300,,,,,,Limited  Liability Company(LLC),465852,R Bank,ROUND ROCK,TX,Unanswered,Unanswered,,191618.28,07/13/2021
9392518305,01/30/2021,0681,PPS,3DOOST INC,77 Rainey St,Austin,TX,78701-4308,10/09/2021,Paid in Full,60,100,189208.56,189208.56,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-4308,TX-37,14,722410,Unanswered,Unknown/NotStated,1,189202.56,,,,,,Subchapter S Corporation,69819,Prosperity Bank,El Campo,TX,Unanswered,Unanswered,,190245.32,08/24/2021
8278337000,04/08/2020,0681,PPP,"QUIET MIND TOURING, LLC",214 Live Oak Hills Ct.,SAN MARCOS,TX,78666-1713,07/21/2021,Paid in Full,24,100,183600,183600,0,,4924,City National Bank,555 S Flower St,LOS ANGELES,CA,90071-2300,R,N,N,Existing or more than 2 years old,SAN MARCOS,HAYS,TX,78666-1713,TX-21,9,711130,White,Not Hispanic or Latino,,183600,,,,,,Limited  Liability Company(LLC),4924,City National Bank,LOS ANGELES,CA,Male Owned,Non-Veteran,,185642.24,06/16/2021
3535238403,02/05/2021,0681,PPS,VINSPORTS PUB LLC,8916 Brodie Ln Unit 100,Austin,TX,78748-5180,03/10/2022,Paid in Full,60,100,182619.5,182619.5,0,,69225,"American Bank, National Association",5120 S. Padre Island Dr,CORPUS CHRISTI,TX,78411-4208,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78748-5180,TX-21,16,722410,Unanswered,Unknown/NotStated,1,182615.5,,,,,,Limited  Liability Company(LLC),69225,"American Bank, National Association",CORPUS CHRISTI,TX,Male Owned,Non-Veteran,,184465.99,02/09/2022
1555347109,04/10/2020,0681,PPP,400 CHUPAJACK LLC,"407 East 6th Street, Suite B",AUSTIN,TX,78701-3739,04/06/2021,Paid in Full,24,100,182500,182500,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3739,TX-37,35,722410,White,Not Hispanic or Latino,,182500,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,184294.58,03/31/2021
4369067010,04/03/2020,0681,PPP,"HIGH FIVE EVENTS, LLC","211 E. Alpine Rd., Suite 400",AUSTIN,TX,78704-7201,12/05/2020,Paid in Full,24,100,182500,182500,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,Y,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78704-7201,TX-21,18,711310,White,Not Hispanic or Latino,,182500,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,183554.44,11/03/2020
7219207209,04/28/2020,0681,PPP,"CORNER WEST, LLC",715 W 6TH ST,AUSTIN,TX,78701,02/19/2022,Paid in Full,24,100,181092,181092,0,,188567,Loan Source Incorporated,353 East 83rd Street Suite 3H,NEW YORK,NY,10028,U,N,N,New Business or 2 years or less,AUSTIN,TRAVIS,TX,78701-0001,TX-37,27,722410,Unanswered,Unknown/NotStated,,181092,,,,,,Limited  Liability Company(LLC),39848,Cadence Bank,TUPELO,MS,Unanswered,Unanswered,,134724.88,08/17/2021
4602198301,01/23/2021,0681,PPS,ZELICKS INC.,336 W Hopkins St,San Marcos,TX,78666-4404,11/20/2021,Paid in Full,60,100,180200,180200,0,,71783,Frost Bank,111 W Houston St,SAN ANTONIO,TX,78205-1414,R,Y,N,Existing or more than 2 years old,San Marcos,HAYS,TX,78666-4404,TX-15,23,722410,White,Not Hispanic or Latino,1,180194,,,,,,Subchapter S Corporation,71783,Frost Bank,SAN ANTONIO,TX,Male Owned,Non-Veteran,,181528.05,10/25/2021
4836737010,04/04/2020,0681,PPP,"AUSTIN HAWK, LP",912 RED RIVER ST,AUSTIN,TX,78701-2625,04/06/2021,Paid in Full,24,100,180000,180000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-2625,TX-37,54,722410,Unanswered,Unknown/NotStated,,180000,,,,,,Partnership,70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,181750,03/25/2021
7931808310,01/28/2021,0681,PPS,RED HORN LLC,13010 W Parmer Ln Ste 800,Cedar Park,TX,78613-7369,08/20/2021,Paid in Full,60,100,179600,179600,0,,71783,Frost Bank,111 W Houston St,SAN ANTONIO,TX,78205-1414,U,N,N,Existing or more than 2 years old,Cedar Park,TRAVIS,TX,78613-7369,TX-31,18,722410,Unanswered,Not Hispanic or Latino,1,179596,,,,,,Limited  Liability Company(LLC),71783,Frost Bank,SAN ANTONIO,TX,Male Owned,Non-Veteran,,180392.21,07/14/2021
4143998305,01/23/2021,0681,PPS,BUDA COUNTRY DANCEHALL LLC,3100 Esperanza Xing Apt 6406,Austin,TX,78758-0018,02/15/2022,Paid in Full,60,100,177226,177226,0,,71653,Vista Bank,5840 W Northwest Hwy,DALLAS,TX,75225-3201,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78758-0018,TX-37,37,722410,Unanswered,Not Hispanic or Latino,1,177222,,,,,,Limited  Liability Company(LLC),71653,Vista Bank,DALLAS,TX,Male Owned,Non-Veteran,,178939.99,01/21/2022
6395287009,04/06/2020,0681,PPP,DOMAIN GUYS LLC,1221 W 6th st ste C,AUSTIN,TX,78746-7952,11/02/2021,Paid in Full,24,100,174100,174100,0,,71653,Vista Bank,5840 W Northwest Hwy,DALLAS,TX,75225-3201,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78746-7952,TX-10,33,722410,Unanswered,Unknown/NotStated,,174100,,,,,,Limited  Liability Company(LLC),71653,Vista Bank,DALLAS,TX,Unanswered,Unanswered,,131587.13,05/13/2021
4810277005,04/04/2020,0681,PPP,MICHELADA'S LLC,333 E  2ND ST,AUSTIN,TX,78701-4011,03/05/2021,Paid in Full,24,100,172500,172500,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-4011,TX-37,30,722410,Unanswered,Not Hispanic or Latino,,172500,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,173538.26,02/12/2021
4482178605,03/18/2021,0681,PPS,AUSTIN STREET TAVERN LLC,150 S Lbj Dr,San Marcos,TX,78666-5506,12/09/2021,Paid in Full,60,100,171279.5,171279.5,0,,71558,Ozona Bank,503 11th St,OZONA,TX,76943,R,Y,N,Existing or more than 2 years old,San Marcos,HAYS,TX,78666-5506,TX-15,12,722410,Unanswered,Hispanic or Latino,1,171276.5,,,,,,Limited  Liability Company(LLC),71558,Ozona Bank,OZONA,TX,Male Owned,Non-Veteran,,172364.27,11/03/2021
3774627207,04/27/2020,0681,PPP,"DELRAY FOUR, LLC",6720 Rotan Drive,AUSTIN,TX,78749-4008,07/09/2021,Paid in Full,24,100,170000,170000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78749-4008,TX-37,15,722410,Unanswered,Unknown/NotStated,,170000,,,,,,Partnership,70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,171912.5,06/09/2021
2281498503,02/20/2021,0681,PPS,JACK & GINGER ROCK ROSE INC,11500 Rock Rose Ave Ste 130,Austin,TX,78758-7951,05/12/2022,Paid in Full,60,100,168999,168999,0,,72601,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78758-7951,TX-37,30,722410,Unanswered,Not Hispanic or Latino,1,168995,,,,,,Corporation,72601,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Non-Veteran,,170952.91,04/21/2022
6860488307,01/27/2021,0681,PPS,MEIXSELL THOMPSON LLC,718 S Austin Ave,Georgetown,TX,78626-5709,01/20/2022,Paid in Full,60,100,164213,164213,0,,69139,Citizens National Bank,118 S Houston,CAMERON,TX,76520-3932,U,Y,Y,Existing or more than 2 years old,Georgetown,WILLIAMSON,TX,78626-5709,TX-31,32,722410,Unanswered,Not Hispanic or Latino,1,164208,,,,,,Limited  Liability Company(LLC),69139,Citizens National Bank,CAMERON,TX,Female Owned,Non-Veteran,,165645.3,12/09/2021
3765138403,02/05/2021,0681,PPS,SHAYNDICT ENDEAVORING COMPANY,3808 S Congress Ave,Austin,TX,78704-7218,01/07/2022,Paid in Full,60,100,161000,161000,0,,106661,University FCU,"8303 N Mopac Expwy, Ste A-105",AUSTIN,TX,78759,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78704-7218,TX-21,20,722410,Unanswered,Unknown/NotStated,1,160997,,,,,,Corporation,106661,University FCU,AUSTIN,TX,Male Owned,Non-Veteran,,162364.03,12/15/2021
2383098306,01/20/2021,0681,PPS,BUCKWILD DOWNTOWN LLC,310 E 6th St,Austin,TX,78701-3628,09/15/2021,Paid in Full,60,100,160300,160300,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-3628,TX-37,24,722410,Unanswered,Not Hispanic or Latino,1,160297,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,161243.99,08/23/2021
7496238408,02/12/2021,0681,PPS,AUSTIN NIGHTLIFE LLC,120 W 5th St,Austin,TX,78701-2909,11/16/2021,Paid in Full,60,100,160300,160300,0,,454766,Third Coast Bank,"20202 Hwy 59 North, Ste 190",Humble,TX,77338,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-2909,TX-37,30,722410,Unanswered,Unknown/NotStated,1,160296,,,,,,Limited  Liability Company(LLC),454766,Third Coast Bank,Humble,TX,Unanswered,Unanswered,,161279.61,10/04/2021
8839708404,02/14/2021,0681,PPS,LIQUID LOGISTICS HOLDINGS INC,12300 Wirth Dr Ste C,Manchaca,TX,78652-3641,07/08/2022,Paid in Full,60,100,158718,158718,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,U,N,N,Existing or more than 2 years old,Manchaca,TRAVIS,TX,78652-3641,TX-21,15,722410,Unanswered,Unknown/NotStated,,158718,,,,,,Corporation,69819,Prosperity Bank,El Campo,TX,Unanswered,Unanswered,,160796.55,06/16/2022
3257948610,03/16/2021,0681,PPS,LONE MAN MOUNTAIN INC,2825 Lone Man Mountain Rd,Driftwood,TX,78619-9313,10/07/2021,Paid in Full,60,100,158178,158178,0,,71727,Broadway National Bank,1177 NE Loop 410,SAN ANTONIO,TX,78209-1517,R,N,N,Existing or more than 2 years old,Driftwood,HAYS,TX,78619-9313,TX-21,22,722410,Unanswered,Not Hispanic or Latino,1,158174,,,,,,Subchapter S Corporation,71727,Broadway National Bank,SAN ANTONIO,TX,Male Owned,Veteran,,158898.59,09/07/2021
6515158606,03/23/2021,0681,PPS,RALLY IN THE ALLEY LTD,412 Congress Ave,Austin,TX,78701-4026,08/05/2021,Paid in Full,60,100,157500,157500,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-4026,TX-37,4,722410,Unanswered,Unknown/NotStated,1,157497,,,,,,Limited Liability Partnership,70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,158029.38,07/23/2021
4456298308,01/23/2021,0681,PPS,GAVIOLIV ENTERPRISES INC,3100 Esperanza Xing Apt 6406,Austin,TX,78758-0018,11/06/2021,Paid in Full,60,100,156271,156271,0,,122478,Keystone Bank SSB,13715 E. Ladera Blvd.,Bee Cave,TX,78738,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78758-0018,TX-37,29,722410,Unanswered,Not Hispanic or Latino,,156271,,,,,,Corporation,122478,Keystone Bank SSB,Bee Cave,TX,Male Owned,Non-Veteran,,157356.22,10/06/2021
1871168602,03/13/2021,0681,PPS,PRETTY DAMN TOUGH LLC,4425 S Mo Pac Expy Ste 601,Austin,TX,78735-6757,04/07/2022,Paid in Full,60,100,155391.99,155391.99,0,,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78735-6757,TX-37,12,711130,Unanswered,Unknown/NotStated,,155391.99,,,,,,Limited  Liability Company(LLC),529050,"Square Capital, LLC",San Francisco,CA,Unanswered,Unanswered,,156873.54,03/02/2022
4638527310,04/30/2020,0681,PPP,PRETTY DAMN TOUGH LLC,4425 SOUTH MOPAC EXPY SUITE 601,AUSTIN,TX,78735,05/05/2022,Paid in Full,24,100,155391.99,155391.99,0,,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78735-0001,TX-21,10,711130,Unanswered,Unknown/NotStated,,155391.99,,,,,,Limited  Liability Company(LLC),223542,Celtic Bank Corporation,SALT LAKE CITY,UT,Unanswered,Unanswered,,135839.33,11/12/2021
7198157207,04/28/2020,0681,PPP,STS WAREHOUSE LLC,4501 Ridge Oak Drive,Austin,TX,78731-5209,04/08/2021,Paid in Full,24,100,155200,155200,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,U,N,N,New Business or 2 years or less,Austin,TRAVIS,TX,78731-5209,TX-37,22,722410,Unanswered,Unknown/NotStated,,155200,,,,,,Limited  Liability Company(LLC),69819,Prosperity Bank,El Campo,TX,Unanswered,Unanswered,,148694.74,02/10/2021
2781398308,01/21/2021,0681,PPS,LONG AND LOW LLC,2538 Elmont Dr Unit A,Austin,TX,78741-1709,10/08/2021,Paid in Full,60,100,154000,154000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78741-1709,TX-35,20,722410,Unanswered,Unknown/NotStated,1,153997,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,154979.61,09/08/2021
