"name_common","assettype","assetnote","discipline","discipline_note","live_music","event_venue","coa_facili","web_notes","website","zip","councildistrict","date_updat","map_list","source","location_1"
"Austin Junior Forum Caswell House Inc","Landmark","Landmark","Other"," "," "," "," ","The Daniel H. Caswell House is a beautiful, turn-of-the century home conveniently located near the Texas State Capitol and The University of Texas. It is the ideal setting for weddings, receptions, business meetings, luncheons, fundraisers, and other eve","https://www.caswellhouse.org","78701","9","2014","map","SIAP","1404 West Ave
Austin, TX 
(30.278324, -97.747933)"
"Austin Music People","Organization","Arts Advocacy & Support Orgs","Music"," Music"," "," "," ","The AMP coalition exists to strengthen the music sector for the ongoing benefit of the regional economy. Together, we are committed to making the economic development of the Austin live music industry a priority for our political, civic, and cultural lea","http://austinmusicpeople.org/","78703","9","2014","map","SIAP","400 Bowie St
Austin, TX 
(30.269264, -97.753757)"
"Gopher Illustrated Magazine","Publication","Print Publication","Literary Arts"," Media"," "," "," ","The Gopher Illustrated emerges from the desire to consume hefty, satisfying cultural content that is worth keeping. We envision a cultural publication in which content is associative, obsessive, ludic and endures in time. Instead of covering the current","http://www.gopherillustrated.org","78703","9","2016","map","NPA_org","1615-A West 9Th Street
Austin, TX 
(30.277559, -97.762083)"
"Lavaca Street Bar","Bar/Club/Venue","Bar/Club/Venue","Music"," ","Live Music"," "," ","Lavaca Street Bar, a popular nightlife destination for the hip downtown crowd, has served as an Austin icon for numerous years.  They feature drink specials every night of the week as well as happy hour Monday-Friday from 4:00pm to 7:00pm.","http://www.lavacastreet.com","78701","9","2016","map","NPA_ven","405 Lavaca Street
Austin, TX 
(30.266859, -97.745546)"
"Lucy In Disguise With Diamonds","Business","Supplier, Retail","Textile/Apparel"," Textile/Apparel"," "," "," "," "," ","78704","9","2014","map","SIAP","1506 S Congress Ave
Austin, TX 
(30.248889, -97.750044)"
"Austin Center for Architecture","Organization","Arts Advocacy & Support Orgs","Architecture"," "," "," "," ","The Center is home to AIA Austin (the Austin Chapter of The American Institute of Architects), the Austin Foundation for Architecture; and, the Austin chapter of Architecture for Humanity.  The Center is available to rent to local design related non-prof","http://www.aiaaustin.org","78701","9","2016","map","NPA_ven","801 W 12Th Street
Austin, TX 
(30.275763, -97.748586)"
"Chamber Soloists Of Austin Inc","Organization","Band, Musical Group, Ensemble","Music"," Music"," "," "," ","The Chamber Soloists of Austin are the city's first resident chamber music ensemble that was one of the two chamber ensembles chosen to perform at the Kennedy Center's Texas Festival.  Each season the Chamber Soloists perform with guest artists from acro","http://www.chambersoloists.com","78731","10","2014","map","SIAP","3922 Balcones Dr
Austin, TX 
(30.319616, -97.767669)"
"Chess Theatre Company","Organization","Theater Company","Theater Arts"," "," "," "," ","The Chess Theatre Company seeks to promote theatre arts & artists through community, collaboration, and encouragement. The company focuses on the production of late Jacobean and Restoration theatre.
","https://www.facebook.com/chesstheatrecompany","78701","9","2016","map","NPA_org","507 West 16Th Street
Austin, TX 
(30.27895, -97.743924)"
"Stensrud Studio","Creative Workspace","Individual Studio, Workshop","Visual Arts"," "," "," "," ","Stensrud Studio located in the heart of SOCO hosts regular Open Houses, art workshops and art viewing parties. Carol J. Stensrud, artist in residence is known as a creative spirit who works both in her own fine arts private practise and in community art","http://www.caroljstensrud.com","78704","9","2016","map","NPA_org","1601 Eva St
Austin, TX 
(30.248171, -97.751139)"
"Gauge Knits","Education","Education, Creative Learning, Professional Development","Textile/Apparel"," Craft"," "," "," "," "," ","78731","10","2014","map","SIAP","5406 Parkcrest Dr
Austin, TX 
(30.335799, -97.759009)"
"Austin Samba","Organization","Band, Musical Group, Ensemble","Music"," "," "," "," ","Austin Samba is a group of over 40 drummers and 60 dancers that performs the music and dance of Brazilian Carnaval, from Rio to Bahia. It is a community school and performance group and the largest of its kind in the United States. Austin Samba performs","http://www.austinsamba.com","78751","9","20118","map","Brownk","4110 Guadalupe St
Austin, TX 
(30.308341, -97.735501)"
"Slackerville","Creative Workspace","Studio Complex","Multidisciplinary"," "," "," "," "," ","https://www.facebook.com/SlackervilleAustin/","78704","9","2016","map","WEST_16","2209 S 1st
austin, TX 
(30.244206, -97.757484)"
"The Local Pub and Patio","Bar/Club/Venue","Bar/Club/Venue","Music"," ","Live Music"," "," ","The Local Pub and Patio caters to college students, faculty and staff of UT, as well as the local Austinite searching for a comfortable neighborhood hangout. We offer a warm, inviting atmosphere, and a patio outside that offers a great place to relax on","http://www.thelocalpubandpatio.com/","78705","9","2016","map","TMO_16","2610 Guadalupe
Austin, TX 
(30.291539, -97.741572)"
"Trinity Hall","Event Venue","Event Venue","Music","Americana, Rock, Soul/R&B"," ","Event Venue"," ","Trinity Hall opened in December of 2011 booking a variety of genres and hosting private events. House instruments: Antique 1900’s-era Richmond Upright (fully restored). 5 piece Pearl house set. The PA includes: 2 Mackie TH-15A main speakers, 2 JBL SRX7"," ","78701","9","2016","map","TMO_16","401 East Sixth Street
Austin, TX 
(30.266786, -97.73928)"
"Mindpop","Organization","Community Development & Charitable Giving","Visual Arts"," "," "," "," ","arts-rich education","http://mindpop.org/about/staff/","78731","10","2014","map","SIAP","5511 Parkcrest Dr
Austin, TX 
(30.336713, -97.758351)"
"Co-Lab Projects","Gallery/ Museum","Gallery","Visual Arts"," "," "," "," ","Co-Lab Projects is an artist-run nonprofit organization dedicated to providing resources, education, and exhibition space to artists that produce contemporary works of art, installation, and performance.","co-labprojects.org","78701","9","2014","map","SIAP","721 Congress Ave
Austin, TX 
(30.269717, -97.74205)"
"Lozano Long Institute of Latin American Studies, University of Texas at Austin","Education","Culture & Language Education","Other"," "," "," "," ","The Lozano Long Institute of Latin American Studies at the University of Texas is one of the foremost centers for the study of Latin America in the U.S. and maintains a rich exchange of students, scholars, and ideas with the region.","http://www.utexas.edu/cola/insts/llilas/","78712","9","2016","map","NPA_org","1 University Station D0800
Austin, TX 
(30.286654, -97.739023)"
"Soundcheck Austin","Business","Supplier, Retail","Music"," Music"," "," "," "," "," ","78723","9","2014","map","SIAP","1901 E 51St St
Austin, TX 
(30.304879, -97.701594)"
"Ellis Graphics","Business","Graphic Design Services","Graphic Design, Printmaking"," Adv/GD"," "," "," "," "," ","78731","10","2014","map","SIAP","5828 Balcones Dr
Austin, TX 
(30.338793, -97.756568)"
"Rowing Shell by Jill Bedgood","Public Art","Art in Public Places Donation","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","9","2016","map","AIPP","Ann and Roy Butler Hike and Bike Trail
Austin, TX 
(30.260519, -97.741729)"
"Great Promise for American Indians","Organization","Historical Societies & Historic Preservation","Other"," "," "," "," ","Great Promise for American Indians preserves American Indian traditions and shares them with the people of Texas and beyond. The annual Powwow is a free event that enables all to access this heritage.



This project is funded and supported in part by a","http://www.austinpowwow.net","78705","9","2016","map","NPA_org","3710 Cedar
Austin, TX 
(30.300818, -97.735213)"
"Lou Neff Point Gazebo by Materials Coalition: T. Paul Hernandez, Lars Stanley, Robert Phillips","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","9","2016","map","AIPP","Ann and Roy Butler Hike and Bike Trail
Austin, TX 
(30.260117, -97.741361)"
"Iron Cactus South","Restaurant","Restaurant","Music","Rock","Live Music"," "," ","Iron Cactus South presents live music on special occassions; cover varies.  We have a capacity of 500 and we book local bands such as Vallejo and many others.  The Iron Cactus is also a full service restaurant featuring world class Mexican cuisine.","http://www.ironcactus.com/","0","9","2016","map","TMO_16","606 Trinity Street
Austin, TX 
(30.267395, -97.739454)"
"Vision by Doug Jacques","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","9","2016","map","AIPP","154-198 Hickory St
Austin, TX 
(30.270468, -97.742932)"
"Dance Discovery","Creative Workspace","Dance Studio","Dance"," Dance"," "," "," "," "," ","78703","10","2016","map","SIAP","404 Atlanta St
Austin, TX 
(30.276749, -97.771156)"
"Austin Asian American Film Festival","Event/ Festival","Event/ Festival","Film/TV/Media"," "," "," "," ","The AAAFF's mission is to provide a channel for International Asian/Asian-American artists to promote their work, and to support and bring awareness to the community.
<input type=hidden id=gwProxy><!--Session data--></input><inpu""	http://www.aaaff.org/index.php	 	 	0	 	 	15	1
2871	Point	10202	2014	map	30.299039	-97.724605	SIAP	 	Austin Ballroom Dancers	Austin Ballroom Dancers	811 E 41st st	PO BOX 4571, 78765	Austin	TX	78751	 	Organization	Dance Company	 	 	 	Dance	 Dance	A non-profit organization which promotes social ballroom dancing. We offer VERY affordable dance classes and an opportunity to participate in a social dance every Saturday night.	http://www.austinballroomdancers.org	Dance	 	0	 	NP	2222	9
2974	Point	10122	2014	map	30.315534	-97.809535	SIAP	 	Austin Bangla School	Austin Bangla School	1801 Far Gallant Dr	 	Austin	TX	78746	 	Education	Culture & Language Education	 	 	 	Other	 Ethnic Heritage Group	 	 	Humanities Organizations	 	0	 	NP	1597	10
546	Point	1223	2016	map	30.306481	-97.653527	NPA_org	 	Austin Baroque Orchestra	Austin Baroque Orchestra	5807 Brook Valley Dr	 	Austin	TX	78724	 	Organization	Band, Musical Group, Ensemble	 	 	 	Music	 	The Austin Baroque Orchestra and Chorus (formerly Ensemble Settecento) is an Austin-based orchestra and chorus dedicated to presenting historically informed performances of musical works from the 17th and 18th centuries. With programming that is both inn	http://ensemblesettecento.org/	 	 	0	 	 	2469	1
1813	Point	7026	2014	map	30.435856	-97.689371	SIAP	 	Austin Bazaar Music	Austin Bazaar Music	2306 Howard Ln	 	Austin	TX	78728	 	Organization	Band, Musical Group, Ensemble	 	 	 	Music	 Music	 	 	 	Music Instruction-Instrumental	451140	Musical Instrument & Supplies Stores	FP	788	7
2055	Point	8087	2014	map	30.266425	-97.768936	SIAP	 	Austin Bonsai Society (With Texas State Bonsai Exhibit)	Austin Bonsai Society (With Texas State Bonsai Exhibit, Inc)	2220 Barton Springs Rd	Zilker Park, Austin Area Garden Center; PO BOX 340474, 78734	Austin	TX	78746	 	Organization	Historical Societies & Historic Preservation	 	 	 	Other	 	Membership org re Bonsai, a living art form; Zilker Garden Center	http://www.austinbonsaisociety.com/aboutus.html	Botanical Horticulture & Landscape Services	 	0	 	NP	3527	8
526	Point	1286	2016	map	30.28175	-97.710514	Wikimap	 	Austin Book Arts Center	Austin Book Arts Center	2832 E Martin Luther King Jr Blvd	 	Austin	TX	78702	 	Creative Workspace	Education, Creative Learning, Professional Development	 	 	 	Multidisciplinary	 	ABAC offers workshops in letterpress printing, bookbinding, papermaking, typography, book history and design, and various arts of the book. In addition, ABAC provides access to equipment for qualified users.	atxbookarts.org	 	 	0	 	 	3589	1
2277	Point	9593	2014	map	30.317945	-97.731701	SIAP	 	Austin Books & Comics	Austin Books & Comics	5002 N Lamar Blvd	 	Austin	TX	78751	 	Business	Bookstore, Book Dealers	 	 	 	Literary Arts	 Literature	 	 	 	Book Dealers-Retail	451211	Book Stores	FP	2843	9
919	Point	3362	2014	map	30.233866	-97.761871	SIAP	 	Austin Business Printing	Austin Business Printing	404 W Powell Ln	 	Austin	TX	78753	 	Business	Commercial Printing	 	 	 	Graphic Design, Printmaking	 Printing	 	 	 	Commercial Printing NEC (Mfrs)	323111	Commercial Printing (Except Screen & Books)	FP	864	3
527	Point	1201	2016	map	30.30809	-97.684553	NPA_org	 	Austin Busker Project	Austin Busker Project	5806 Coventry Lane	 	Austin	TX	78723	 	Organization	Arts Advocacy & Support Orgs	 	 	 	Multidisciplinary	 	A nonprofit group created to encourage, educate and create opportunities for street performing in Austin Texas",,"78702",,"2016","map","NPA_org","1205 Olander St
Austin, TX 
(30.272262, -97.729867)"
