key,value,formatted,unit,source,note,module,macroname
census_no_outside_work_item,0,not in the microdata,flag,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"The census DID ask about work outside music - Data Appendix slide 15 reports 38 percent in a non-creative industry, 24 percent in another creative industry, 32 percent with no outside work and 22 percent calling the outside job primary. None of the 107 columns in the public microdata carries that item, so it cannot be reproduced, cross-tabulated or tested here. Quote it from the appendix with the appendix denominator, or not at all.",census,NCensusNoOutsideWorkItem
census_pct_city_of_austin,72.91763610981852,72.9%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share who are City of Austin residents: 1567 of the 2149 who answered the item. On the full 2,227-row denominator it is 70.4 percent, because 78 respondents skipped the item. Quote the denominator with the share. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPctCityOfAustin
census_pct_travis,80.15267175572519,80.2%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share living in Travis County: 1785 of 2227. County is the only item with complete response, which suggests it gated entry to the survey. The rest of the five-county field: Williamson 220, Hays 142, Bastrop 50, Caldwell 30. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPctTravis
census_presents_by_experience_chi2,0.709,"chi-squared(3) = 0.7, p = 0.871",Pearson chi-squared,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Test of independence between also presenting or promoting gigs and years of experience. Not distinguishable. Association only; the p-value assumes a random sample. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPresentsByExperienceChiTwo
census_presents_by_gigs_chi2,15.092,"chi-squared(5) = 15.1, p = 0.010",Pearson chi-squared,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Test of independence between also presenting or promoting gigs and the monthly paid-gig band. Creatives who play more also promote more. Association, not causation, and the p-value assumes a random sample. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPresentsByGigsChiTwo
census_pressure_first_building_operations_and_upkeep,7.909604519774012,7.9%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share of the 177 responding presenters who ranked Building operations and upkeep their single greatest business pressure. The nine first-place shares sum to 100 percent. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPressureFirstBuildingOperationsAndUpkeep
census_pressure_first_changing_audience_behavior,10.73446327683616,10.7%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share of the 177 responding presenters who ranked Changing audience behavior their single greatest business pressure. The nine first-place shares sum to 100 percent. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPressureFirstChangingAudienceBehavior
census_pressure_first_labor_cost_and_retention,11.29943502824859,11.3%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share of the 177 responding presenters who ranked Labor cost and retention their single greatest business pressure. The nine first-place shares sum to 100 percent. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPressureFirstLaborCostAndRetention
census_pressure_first_marketing,3.954802259887006,4.0%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share of the 177 responding presenters who ranked Marketing their single greatest business pressure. The nine first-place shares sum to 100 percent. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPressureFirstMarketing
census_pressure_first_neighborhood_redevelopment,8.474576271186439,8.5%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share of the 177 responding presenters who ranked Neighborhood redevelopment their single greatest business pressure. The nine first-place shares sum to 100 percent. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPressureFirstNeighborhoodRedevelopment
census_pressure_first_ordinances_and_permitting,12.42937853107345,12.4%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share of the 177 responding presenters who ranked Ordinances and permitting their single greatest business pressure. The nine first-place shares sum to 100 percent. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPressureFirstOrdinancesAndPermitting
census_pressure_first_property_tax,20.33898305084746,20.3%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share of the 177 responding presenters who ranked Property tax their single greatest business pressure. The nine first-place shares sum to 100 percent. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPressureFirstPropertyTax
census_pressure_first_talent_costs,13.5593220338983,13.6%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share of the 177 responding presenters who ranked Talent costs their single greatest business pressure. The nine first-place shares sum to 100 percent. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPressureFirstTalentCosts
census_pressure_first_unpredictable_operating_costs,11.29943502824859,11.3%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share of the 177 responding presenters who ranked Unpredictable operating costs their single greatest business pressure. The nine first-place shares sum to 100 percent. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPressureFirstUnpredictableOperatingCosts
census_pressure_top3_building_operations_and_upkeep,31.63841807909605,31.6%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share of the 177 responding presenters who ranked Building operations and upkeep among their three greatest business pressures. Nine items, each respondent ranked all nine, so the nine top-three shares sum to about 300 percent. Venue operators and independent promoters are pooled because the promoter cell is 42 records. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPressureTopThreeBuildingOperationsAndUpkeep
census_pressure_top3_changing_audience_behavior,31.63841807909605,31.6%,percent of the denominator named in the note,01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv,"Share of the 177 responding presenters who ranked Changing audience behavior among their three greatest business pressures. Nine items, each respondent ranked all nine, so the nine top-three shares sum to about 300 percent. Venue operators and independent promoters are pooled because the promoter cell is 42 records. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.",census,NCensusPressureTopThreeChangingAudienceBehavior
